Codigo;Nombre;CodigoPadre
Y518;EFECTOS ADVERSOS DE AGENTES BLOQUEADORES NEURO-ADRENERGICOS QUE ACTUAN CENTRALMENTE, NO CLASIFICADOS EN OTRA PARTE;Y51
Y519;EFECTOS ADVERSOS DE OTRAS DROGAS QUE AFECTAN PRIMARIAMENTE EL SISTEMA NERVIOSO AUTONOMO, Y LAS NO ESPECIFICADAS;Y51
Y52;EFECTOS ADVERSOS DE AGENTES QUE AFECTAN EL SISTEMA CARDIOVASCULAR;NULL
Y520;EFECTOS ADVERSOS DE GLUCOSIDOS CARDIOTONICOS Y DROGAS DE ACCION SIMILAR;Y52
Y521;EFECTOS ADVERSOS DE BLOQUEADORES DEL CANAL DEL CALCIO;Y52
Y522;EFECTOS ADVERSOS DE OTRAS DROGAS ANTIARRITMICAS, NO CLASIFICADAS EN OTRAS PARTES;Y52
Y523;EFECTOS ADVERSOS DE VASODILATADORES CORONARIOS, NO CLASIFICADOS EN OTRAS PARTES;Y52
Y524;EFECTOS ADVERSOS DE INHIBIDORES DE LA ENZIMA CONVERTIDORA DE ANGIOTENSINA;Y52
Y525;EFECTOS ADVERSOS DE OTRAS DROGAS ANTIHIPERTENSIVAS, NO CLASIFICADAS EN OTRA PARTE;Y52
Y526;EFECTOS ADVERSOS DE DROGAS ANTIHIPERLIPIDEMICAS Y ANTIARTERIOSCLEROTICAS;Y52
Y527;EFECTOS ADVERSOS DE VASODILATADORES PERIFERICOS;Y52
Y528;EFECTOS ADVERSOS DE DROGAS ANTIVARICOSAS, INCLUSIVE AGENTES ESCLEROSANTES;Y52
Y529;EFECTOS ADVERSOS DE OTROS AGENTES QUE AFECTAN PRIMARIAMENTE EL SISTEMA CARDIOVASCULAR, Y LOS NO ESPECIFICADOS;Y52
Y53;EFECTOS ADVERSOS DE AGENTES QUE AFECTAN PRIMARIAMENTE EL SISTEMA GASTROINTESTINAL;NULL
Y530;EFECTOS ADVERSOS DE BLOQUEADORES DE LOS RECEPTORES H2 DE HISTAMINA;Y53
Y531;EFECTOS ADVERSOS DE OTRAS DROGAS ANTIACIDAS E INHIBIDORAS DE LA SECRECION GASTRICA;Y53
Y532;EFECTOS ADVERSOS DE LAXANTES ESTIMULANTES;Y53
Y533;EFECTOS ADVERSOS DE LAXANTES SALINOS Y OSMOTICOS;Y53
Y534;EFECTOS ADVERSOS DE OTROS LAXANTES;Y53
Y535;EFECTOS ADVERSOS DE DIGESTIVOS;Y53
Y536;EFECTOS ADVERSOS DE DROGAS ANTIDIARREICAS;Y53
Y537;EFECTOS ADVERSOS DE EMETICOS;Y53
Y538;EFECTOS ADVERSOS DE OTROS AGENTES QUE AFECTAN PRIMARIAMENTE EL SISTEMA GASTROINTESTINAL;Y53
Y539;EFECTOS ADVERSOS DE AGENTES QUE AFECTAN PRIMARIAMENTE EL SISTEMA GASTROINTESTINAL, NO ESPECIFICADOS;Y53
Y54;EFECTOS ADVERSOS DE AGENTES QUE AFECTAN PRIMARIAMENTE EL EQUILIBRIO HIDRICO Y EL METABOLISMO MINERAL Y DEL ACIDO URICO;NULL
Y540;EFECTOS ADVERSOS DE MINERALOCORTICOIDES;Y54
Y541;EFECTOS ADVERSOS DE LOS BLOQUEADORES DE MINERALOCORTICOIDES [ANTAGONISTAS DE LA ALDOSTERONA];Y54
Y542;EFECTOS ADVERSOS DE LOS INHIBIDORES DE LA ANHIDRASA CARBONICA;Y54
Y543;EFECTOS ADVERSOS DE LOS DERIVADOS DE LA BENZOTIADIAZINA;Y54
Y544;"EFECTOS ADVERSOS DE DIURETICOS DE ASA [""HIGH-CEILING""]";Y54
Y545;EFECTOS ADVERSOS DE OTROS DIURETICOS;Y54
Y546;EFECTOS ADVERSOS DE AGENTES ELECTROLITICOS, CALORICOS Y DEL EQUILIBRIO HIDRICO;Y54
Y547;EFECTOS ADVERSOS DE AGENTES QUE AFECTAN LA CALCIFICACION;Y54
Y548;EFECTOS ADVERSOS DE AGENTES QUE AFECTAN EL METABOLISMO DEL ACIDO URICO;Y54
Y549;EFECTOS ADVERSOS DE SALES MINERALES NO CLASIFICADAS EN OTRA PARTE;Y54
Y55;EFECTOS ADVERSOS DE AGENTES TOPICOS QUE ACTUAN PRIMARIAMENTE SOBRE LOS MUSCULOS LISOS Y ESTRIADOS Y SOBRE EL SISTEMA RESPIRATORIO;NULL
Y550;EFECTOS ADVERSOS DE DROGAS OXITOCICAS;Y55
Y551;EFECTOS ADVERSOS DE RELAJANTES DE LOS MUSCULOS ESTRIADOS [AGENTES BLOQUEADORES NEUROMUSCULARES];Y55
Y552;EFECTOS ADVERSOS DE OTROS AGENTES QUE ACTUAN PRIMARIAMENTE SOBRE LOS MUSCULOS, Y LOS NO ESPECIFICADOS;Y55
Y553;EFECTOS ADVERSOS DE ANTITUSIGENOS;Y55
Y554;EFECTOS ADVERSOS DE EXPECTORANTES;Y55
Y555;EFECTOS ADVERSOS DE DROGAS CONTRA EL RESFRIADO COMUN;Y55
Y556;EFECTOS ADVERSOS DE ANTIASMATICOS, NO CLASIFICADOS EN OTRA PARTE;Y55
Y557;EFECTOS ADVERSOS DE OTROS AGENTES QUE ACTUAN PRIMARIAMENTE SOBRE EL SISTEMA RESPIRATORIO, Y LOS NO ESPECIFICADOS;Y55
Y56;EFECTOS ADVERSOS DE AGENTES TOPICOS QUE AFECTAN PRIMARIAMENTE LA PIEL Y LAS MEMBRANAS MUCOSAS, Y DROGAS OFTALMOLOGICAS, OTORRINOLARINGOLOGICAS Y DENTALES;NULL
Y560;EFECTOS ADVERSOS DE DROGAS ANTIMICOTICAS, ANTIINFECCIOSAS Y ANTIINFLAMATORIAS DE USO LOCAL, NO CLASIFICADAS EN OTRA PARTE;Y56
Y561;EFECTOS ADVERSOS DE ANTIPRURIGINOSOS;Y56
Y562;EFECTOS ADVERSOS DE ASTRINGENTES Y DETERGENTES LOCALES;Y56
Y563;EFECTOS ADVERSOS DE EMOLIENTES, DEMULCENTES Y PROTECTORES;Y56
Y564;EFECTOS ADVERSOS DE DROGAS Y PREPARADOS QUERATOLITICOS, QUERATOPLASTICOS Y OTROS PARA EL TRATAMIENTO DEL CABELLO;Y56
Y565;EFECTOS ADVERSOS DE DROGAS Y PREPARADOS OFTALMOLOGICOS;Y56
Y566;EFECTOS ADVERSOS DE DROGAS Y PREPARADOS OTORRINOLARINGOLOGICOS;Y56
Y567;EFECTOS ADVERSOS DE DROGAS DENTALES, DE APLICACIÓN TOPICA;Y56
Y568;EFECTOS ADVERSOS DE OTROS AGENTES TOPICOS;Y56
Y569;EFECTOS ADVERSOS DE OTROS AGENTES TOPICOS NO ESPECIFICADOS;Y56
Y57;EFECTOS ADVERSOS DE OTRAS DROGAS Y MEDICAMENTOS, Y NO ESPECIFICADOS;NULL
Y570;EFECTOS ADVERSOS DE DEPRESORES DEL APETITO [ANOREXICOS];Y57
Y571;EFECTOS ADVERSOS DE DROGAS LIPOTROPICAS;Y57
Y572;EFECTOS ADVERSOS DE ANTIDOTOS Y AGENTES QUELANTES, NO CLASIFICADOS EN OTRA PARTE;Y57
Y573;EFECTOS ADVERSOS DE DISUASIVOS DEL ALCOHOL;Y57
Y574;EFECTOS ADVERSOS DE EXCIPIENTES FARMACEUTICOS;Y57
Y575;EFECTOS ADVERSOS DE MEDIOS DE CONTRASTE PARA RAYOS X;Y57
Y576;EFECTOS ADVERSOS DE OTROS AGENTES DIAGNOSTICOS;Y57
Y577;EFECTOS ADVERSOS DE VITAMINAS, NO CLASIFICADAS EN OTRA PARTE;Y57
Y578;EFECTOS ADVERSOS DE OTRAS DROGAS Y MEDICAMENTOS;Y57
Y579;EFECTOS ADVERSOS DE DROGAS Y MEDICAMENTOS NO ESPECIFICADOS;Y57
Y58;EFECTOS ADVERSOS DE VACUNAS BACTERIANAS;NULL
Y580;EFECTOS ADVERSOS DE LA VACUNA BCG;Y58
Y581;EFECTOS ADVERSOS DE LA VACUNA TIFOIDEA Y PARATIFOIDEA;Y58
Y582;EFECTOS ADVERSOS DE LA VACUNA CONTRA EL COLERA;Y58
Y583;EFECTOS ADVERSOS DE LA VACUNA CONTRA LA PESTE;Y58
Y584;EFECTOS ADVERSOS DE LA VACUNA CONTRA EL TETANOS;Y58
Y585;EFECTOS ADVERSOS DE LA VACUNA CONTRA LA DIFTERIA;Y58
Y586;EFECTOS ADVERSOS DE LA VACUNA CONTRA LA TOS FERINA, INCLUSIVE COMBINACIONES CON UN COMPONENTE PERTUSIS;Y58
Y588;EFECTOS ADVERSOS DE VACUNAS BACTERIANAS MIXTAS, EXCEPTO COMBINACIONES CON UN COMPONENTE PERTUSIS;Y58
Y589;EFECTOS ADVERSOS DE OTRAS VACUNAS BACTERIANAS, Y LAS NO ESPECIFICADAS;Y58
Y59;EFECTOS ADVERSOS DE OTRAS VACUNAS Y SUSTANCIAS BIOLOGICAS Y LAS NO ESPECIFICADAS;NULL
Y590;EFECTOS ADVERSOS DE VACUNAS VIRALES;Y59
Y591;EFECTOS ADVERSOS DE VACUNAS CONTRA RICKETTSIAS;Y59
Y592;EFECTOS ADVERSOS DE VACUNAS ANTIPROTOZOARIAS;Y59
Y593;EFECTOS ADVERSOS DE LA INMUNOGLOBULINA;Y59
Y598;EFECTOS ADVERSOS DE OTRAS VACUNAS Y SUSTANCIAS BIOLOGICAS ESPECIFICADAS;Y59
Y599;EFECTOS ADVERSOS DE OTRAS VACUNAS O SUSTANCIAS BIOLOGICAS NO ESPECIFICADAS;Y59
Y60;CORTE, PUNCION, PERFORACION O HEMORRAGIA NO INTENCIONAL DURANTE LA ATENCION MEDICA Y QUIRURGICA;NULL
Y600;INCIDENTE DURANTE OPERACIÓN QUIRURGICA;Y60
Y601;INCIDENTE DURANTE INFUSION O TRANSFUSION;Y60
Y602;INCIDENTE DURANTE DIALISIS RENAL U OTRA PERFUSION;Y60
Y603;INCIDENTE DURANTE INYECCION O INMUNIZACION;Y60
Y604;INCIDENTE DURANTE EXAMEN ENDOSCOPICO;Y60
Y605;INCIDENTE DURANTE CATETERIZACION CARDIACA;Y60
Y606;INCIDENTE DURANTE ASPIRACION, PUNCION Y OTRA CATETERIZACION;Y60
Y607;INCIDENTE DURANTE ADMINISTRACION DE ENEMA;Y60
Y608;INCIDENTE DURANTE OTRAS ATENCIONES MEDICAS Y QUIRURGICAS;Y60
Y609;INCIDENTE DURANTE ATENCION MEDICA Y QUIRURGICA NO ESPECIFICADA;Y60
Y61;OBJETO EXTRAÑO DEJADO ACCIDENTALMENTE EN EL CUERPO DURANTE LA ATENCION MEDICA Y QUIRURGICA;NULL
Y610;OBJETO EXTRAÑO DEJADO ACCIDENTALMENTE EN EL CUERPO DURANTE OPERACIÓN QUIRURGICA;Y61
Y611;OBJETO EXTRAÑO DEJADO ACCIDENTALMENTE EN EL CUERPO DURANTE INFUSION O TRANSFUSION;Y61
Y612;OBJETO EXTRAÑO DEJADO ACCIDENTALMENTE EN EL CUERPO DURANTE DIALISIS RENAL U OTRA PERFUSION;Y61
Y613;OBJETO EXTRAÑO DEJADO ACCIDENTALMENTE EN EL CUERPO DURANTE INYECCION O INMUNIZACION;Y61
Y614;OBJETO EXTRAÑO DEJADO ACCIDENTALMENTE EN EL CUERPO DURANTE EXAMEN ENDOSCOPICO;Y61
Y615;OBJETO EXTRAÑO DEJADO ACCIDENTALMENTE EN EL CUERPO DURANTE CATETERIZACION CARDIACA;Y61
Y616;OBJETO EXTRAÑO DEJADO ACCIDENTALMENTE EN EL CUERPO DURANTE ASPIRACION, PUNCION Y OTRA CATETERIZACION;Y61
Y617;OBJETO EXTRAÑO DEJADO ACCIDENTALMENTE EN EL CUERPO DURANTE REMOCION DE CATETER O TAPONAMIENTO;Y61
Y618;OBJETO EXTRAÑO DEJADO ACCIDENTALMENTE EN EL CUERPO DURANTE OTRAS ATENCIONES MEDICAS Y QUIRURGICAS;Y61
Y619;OBJETO EXTRAÑO DEJADO ACCIDENTALMENTE EN EL CUERPO DURANTE ATENCION MEDICA Y QUIRURGICA NO ESPECIFICADA;Y61
Y62;FALLAS EN LA ESTERILIZACION DURANTE LA ATENCION MEDICA Y QUIRURGICA;NULL
Y620;FALLAS EN LA ESTERILIZACION DURANTE OPERACIÓN QUIRURGICA;Y62
Y621;FALLAS EN LA ESTERILIZACION DURANTE INFUSION O TRANSFUSION;Y62
Y622;FALLAS EN LA ESTERILIZACION DURANTE DIALISIS RENAL U OTRA PERFUSION;Y62
Y623;FALLAS EN LA ESTERILIZACION DURANTE INYECCION O INMUNIZACION;Y62
Y624;FALLAS EN LA ESTERILIZACION DURANTE EXAMEN ENDOSCOPICO;Y62
Y625;FALLAS EN LA ESTERILIZACION DURANTE CATETERIZACION CARDIACA;Y62
Y626;FALLAS EN LA ESTERILIZACION DURANTE ASPIRACION, PUNCION Y OTRA CATETERIZACION;Y62
Y628;FALLAS EN LA ESTERILIZACION DURANTE OTRAS ATENCIONES MEDICAS Y QUIRURGICAS;Y62
Y629;FALLAS EN LA ESTERILIZACION DURANTE ATENCION MEDICA Y QUIRURGICA NO ESPECIFICADA;Y62
Y63;FALLA EN DOSIFICACION DURANTE LA ATENCION MEDICA Y QUIRURGICA;NULL
Y630;EXCESIVA CANTIDAD DE SANGRE U OTRO LIQUIDO ADMINISTRADO DURANTE UNA INFUSION O TRANSFUSION;Y63
Y631;DILUCION INCORRECTA DE LIQUIDO DURANTE UNA INFUSION;Y63
Y632;SOBREDOSIS DE RADIACION ADMINISTRADA DURANTE TERAPIA;Y63
Y633;EXPOSICION INADVERTIDA DEL PACIENTE A RADIACION DURANTE LA ATENCION MEDICA;Y63
Y634;FALLA EN LA DOSIFICACION EN ELECTROCHOQUE O EN CHOQUE INSULINICO;Y63
Y635;FALLA EN EL CONTROL DE LA TEMPERATURA, EN TAPONAMIENTOS Y APLICACIONES LOCALES;Y63
Y636;NO ADMINISTRACION DE DROGAS, MEDICAMENTOS O SUSTANCIAS BIOLOGICAS NECESARIAS;Y63
Y638;FALLA EN LA DOSIFICACION DURANTE OTRAS ATENCIONES MEDICAS Y QUIRURGICAS;Y63
Y639;FALLA EN LA DOSIFICACION DURANTE ATENCION MEDICA Y QUIRURGICA NO ESPECIFICADA;Y63
Y64;MEDICAMENTOS Y SUSTANCIAS BIOLOGICAS CONTAMINADOS;NULL
Y640;MEDICAMENTO O SUSTANCIA BIOLOGICA CONTAMINADO EN INFUSION O TRANSFUSION;Y64
Y641;MEDICAMENTO O SUSTANCIA BIOLOGICA CONTAMINADO, INYECTADO O USADO PARA INMUNIZACION;Y64
Y648;MEDICAMENTO O SUSTANCIA BIOLOGICA CONTAMINADO, ADMINISTRADO POR OTROS MEDIOS;Y64
Y649;MEDICAMENTO O SUSTANCIA BIOLOGICA CONTAMINADO, ADMINISTRADO POR MEDIOS NO ESPECIFICADOS;Y64
Y65;OTROS INCIDENTES DURANTE LA ATENCION MEDICA Y QUIRURGICA;NULL
Y650;SANGRE INCOMPATIBLE USADA EN TRANSFUSION;Y65
Y651;LIQUIDO ERRONEO USADO EN INFUSION;Y65
Y652;FALLA EN LA SUTURA O LIGADURA DURANTE OPERACIÓN QUIRURGICA;Y65
Y653;TUBO ENDOTRAQUEAL COLOCADO ERRONEAMENTE DURANTE PROCEDIMIENTO ANESTESICO;Y65
Y654;FALLA EN LA INTRODUCCION O REMOCION DE OTRO TUBO O INSTRUMENTO;Y65
Y655;REALIZACION DE UNA OPERACIÓN INADECUADA;Y65
Y658;OTROS INCIDENTES ESPECIFICADOS DURANTE LA ATENCION MEDICA Y QUIRURGICA;Y65
Y66;NO ADMINISTRACION DE LA ATENCION MEDICA Y QUIRURGICA;NULL
Y69;INCIDENTES NO ESPECIFICADOS DURANTE LA ATENCION MEDICA Y QUIRURGICA;NULL
Y70;DISPOSITIVOS DE ANESTESIOLOGIA, ASOCIADOS CON INCIDENTES ADVERSOS;NULL
Y700;DISPOSITIVOS DE ANESTESIOLOGIA ASOCIADOS CON INCIDENTES ADVERSOS: DISPOSITIVOS DE DIAGNOSTICO Y MONITOREO;Y70
Y701;DISPOSITIVOS DE ANESTESIOLOGIA ASOCIADOS CON INCIDENTES ADVERSOS: DISPOSITIVOS TERAPEUTICOS (NO QUIRURGICOS) Y DE REHABILITACION;Y70
Y702;DISPOSITIVOS DE ANESTESIOLOGIA ASOCIADOS CON INCIDENTES ADVERSOS: DISPOSITIVOS PROTESICOS Y OTROS IMPLANTES, MATERIALES Y ACCESORIOS;Y70
Y703;DISPOSITIVOS DE ANESTESIOLOGIA ASOCIADOS CON INCIDENTES ADVERSOS: INSTRUMENTOS QUIRURGICOS, DISPOSITIVOS Y MATERIALES (INCLUSIVE SUTURAS);Y70
Y708;DISPOSITIVOS DE ANESTESIOLOGIA ASOCIADOS CON INCIDENTES ADVERSOS: DISPOSITIVOS DIVERSOS, NO CLASIFICADOS EN OTRA PARTE;Y70
Y71;DISPOSITIVOS CARDIOVASCULARES, ASOCIADOS CON INCIDENTES ADVERSOS;NULL
Y710;DISPOSITIVOS CARDIOVASCULARES ASOCIADOS CON INCIDENTES ADVERSOS: DISPOSITIVOS DE DIAGNOSTICO Y MONITOREO;Y71
Y711;DISPOSITIVOS CARDIOVASCULARES ASOCIADOS CON INCIDENTES ADVERSOS: DISPOSITIVOS TERAPEUTICOS (NO QUIRURGICOS) Y DE REHABILITACION;Y71
Y712;DISPOSITIVOS CARDIOVASCULARES ASOCIADOS CON INCIDENTES ADVERSOS: DISPOSITIVOS PROTESICOS Y OTROS IMPLANTES, MATERIALES Y ACCESORIOS;Y71
Y713;DISPOSITIVOS CARDIOVASCULARES ASOCIADOS CON INCIDENTES ADVERSOS: INSTRUMENTOS QUIRURGICOS, DISPOSITIVOS Y MATERIALES (INCLUSIVE SUTURAS);Y71
Y718;DISPOSITIVOS CARDIOVASCULARES ASOCIADOS CON INCIDENTES ADVERSOS: DISPOSITIVOS DIVERSOS, NO CLASIFICADOS EN OTRA PARTE;Y71
Y72;DISPOSITIVOS OTORRINOLARINGOLOGICOS, ASOCIADOS CON INCIDENTES ADVERSOS;NULL
Y720;DISPOSITIVOS OTORRINOLARINGOLOGICOS ASOCIADOS CON INCIDENTES ADVERSOS: DISPOSITIVOS DE DIAGNOSTICO Y MONITOREO;Y72
Y721;DISPOSITIVOS OTORRINOLARINGOLOGICOS ASOCIADOS CON INCIDENTES ADVERSOS: DISPOSITIVOS TERAPEUTICOS (NO QUIRURGICOS) Y DE REHABILITACION;Y72
Y722;DISPOSITIVOS OTORRINOLARINGOLOGICOS ASOCIADOS CON INCIDENTES ADVERSOS: DISPOSITIVOS PROTESICOS Y OTROS IMPLANTES, MATERIALES Y ACCESORIOS;Y72
Y723;DISPOSITIVOS OTORRINOLARINGOLOGICOS ASOCIADOS CON INCIDENTES ADVERSOS: INSTRUMENTOS QUIRURGICOS, DISPOSITIVOS Y MATERIALES (INCLUSIVE SUTURAS);Y72
Y728;DISPOSITIVOS OTORRINOLARINGOLOGICOS ASOCIADOS CON INCIDENTES ADVERSOS: DISPOSITIVOS DIVERSOS, NO CLASIFICADOS EN OTRA PARTE;Y72
Y73;DISPOSITIVOS DE GASTROENTEROLOGIA Y UROLOGIA, ASOCIADOS CON INCIDENTES ADVERSOS;NULL
Y730;DISPOSITIVOS DE GASTROENTEROLOGIA Y UROLOGIA ASOCIADOS CON INCIDENTES ADVERSOS: DISPOSITIVOS DE DIAGNOSTICO Y MONITOREO;Y73
Y731;DISPOSITIVOS DE GASTROENTEROLOGIA Y UROLOGIA ASOCIADOS CON INCIDENTES ADVERSOS: DISPOSITIVOS TERAPEUTICOS (NO QUIRURGICOS) Y DE REHABILITACION;Y73
Y732;DISPOSITIVOS DE GASTROENTEROLOGIA Y UROLOGIA ASOCIADOS CON INCIDENTES ADVERSOS: DISPOSITIVOS PROTESICOS Y OTROS IMPLANTES, MATERIALES Y ACCESORIOS;Y73
Y733;DISPOSITIVOS DE GASTROENTEROLOGIA Y UROLOGIA ASOCIADOS CON INCIDENTES ADVERSOS: INSTRUMENTOS QUIRURGICOS, DISPOSITIVOS Y MATERIALES (INCLUSIVE SUTURAS);Y73
Y738;DISPOSITIVOS DE GASTROENTEROLOGIA Y UROLOGIA ASOCIADOS CON INCIDENTES ADVERSOS: DISPOSITIVOS DIVERSOS, NO CLASIFICADOS EN OTRA PARTE;Y73
Y74;DISPOSITIVOS PARA USO HOSPITALARIO GENERAL Y PERSONAL, ASOCIADOS CON INCIDENTES ADVERSOS;NULL
Y740;DISPOSITIVOS PARA USO HOSPITALARIO GENERAL Y PERSONAL ASOCIADOS CON INCIDENTES ADVERSOS: DISPOSITIVOS DE DIAGNOSTICO Y MONITOREO;Y74
Y741;DISPOSITIVOS PARA USO HOSPITALARIO GENERAL Y PERSONAL ASOCIADOS CON INCIDENTES ADVERSOS: DISPOSITIVOS TERAPEUTICOS (NO QUIRURGICOS) Y DE REHABILITACION;Y74
Y742;DISPOSITIVOS PARA USO HOSPITALARIO GENERAL Y PERSONAL ASOCIADOS CON INCIDENTES ADVERSOS: DISPOSITIVOS PROTESICOS Y OTROS IMPLANTES, MATERIALES Y ACCESORIOS;Y74
Y743;DISPOSITIVOS PARA USO HOSPITALARIO GENERAL Y PERSONAL ASOCIADOS CON INCIDENTES ADVERSOS: INSTRUMENTOS QUIRURGICOS, DISPOSITIVOS Y MATERIALES (INCLUSIVE SUTURAS);Y74
Y748;DISPOSITIVOS PARA USO HOSPITALARIO GENERAL Y PERSONAL ASOCIADOS CON INCIDENTES ADVERSOS: DISPOSITIVOS DIVERSOS, NO CLASIFICADOS EN OTRA PARTE;Y74
Y75;DISPOSITIVOS OS NEUROLOGICOS ASOCIADOS CON INCIDENTES ADVERSOS;NULL
Y750;DISPOSITIVOS NEUROLOGICOS ASOCIADOS CON INCIDENTES ADVERSOS: DISPOSITIVOS DE DIAGNOSTICO Y MONITOREO;Y75
Y751;DISPOSITIVOS NEUROLOGICOS ASOCIADOS CON INCIDENTES ADVERSOS: DISPOSITIVOS TERAPEUTICOS (NO QUIRURGICOS) Y DE REHABILITACION;Y75
Y752;DISPOSITIVOS NEUROLOGICOS ASOCIADOS CON INCIDENTES ADVERSOS: DISPOSITIVOS PROTESICOS Y OTROS IMPLANTES, MATERIALES Y ACCESORIOS;Y75
Y753;DISPOSITIVOS NEUROLOGICOS ASOCIADOS CON INCIDENTES ADVERSOS: INSTRUMENTOS QUIRURGICOS, DISPOSITIVOS Y MATERIALES (INCLUSIVE SUTURAS);Y75
Y758;DISPOSITIVOS NEUROLOGICOS ASOCIADOS CON INCIDENTES ADVERSOS: DISPOSITIVOS DIVERSOS, NO CLASIFICADOS EN OTRA PARTE;Y75
Y76;DISPOSITIVOS GINECOLOGICOS Y OBSTETRICOS, ASOCIADOS CON INCIDENTES ADVERSOS;NULL
Y760;DISPOSITIVOS GINECOLOGICOS Y OBSTETRICOS ASOCIADOS CON INCIDENTES ADVERSOS: DISPOSITIVOS DE DIAGNOSTICO Y MONITOREO;Y76
Y761;DISPOSITIVOS GINECOLOGICOS Y OBSTETRICOS ASOCIADOS CON INCIDENTES ADVERSOS: DISPOSITIVOS TERAPEUTICOS (NO QUIRURGICOS) Y DE REHABILITACION;Y76
Y762;DISPOSITIVOS GINECOLOGICOS Y OBSTETRICOS ASOCIADOS CON INCIDENTES ADVERSOS: DISPOSITIVOS PROTESICOS Y OTROS IMPLANTES, MATERIALES Y ACCESORIOS;Y76
Y763;DISPOSITIVOS GINECOLOGICOS Y OBSTETRICOS ASOCIADOS CON INCIDENTES ADVERSOS: INSTRUMENTOS QUIRURGICOS, DISPOSITIVOS Y MATERIALES (INCLUSIVE SUTURAS);Y76
Y768;DISPOSITIVOS GINECOLOGICOS Y OBSTETRICOS ASOCIADOS CON INCIDENTES ADVERSOS: DISPOSITIVOS DIVERSOS, NO CLASIFICADOS EN OTRA PARTE;Y76
Y77;DISPOSITIVOS OFTALMICOS, ASOCIADOS CON INCIDENTES ADVERSOS;NULL
Y770;DISPOSITIVOS OFTALMICOS ASOCIADOS CON INCIDENTES ADVERSOS: DISPOSITIVOS DE DIAGNOSTICO Y MONITOREO;Y77
Y771;DISPOSITIVOS OFTALMICOS ASOCIADOS CON INCIDENTES ADVERSOS: DISPOSITIVOS TERAPEUTICOS (NO QUIRURGICOS) Y DE REHABILITACION;Y77
Y772;DISPOSITIVOS OFTALMICOS ASOCIADOS CON INCIDENTES ADVERSOS: DISPOSITIVOS PROTESICOS Y OTROS IMPLANTES, MATERIALES Y ACCESORIOS;Y77
Y773;DISPOSITIVOS OFTALMICOS ASOCIADOS CON INCIDENTES ADVERSOS: INSTRUMENTOS QUIRURGICOS, DISPOSITIVOS Y MATERIALES (INCLUSIVE SUTURAS);Y77
Y778;DISPOSITIVOS OFTALMICOS ASOCIADOS CON INCIDENTES ADVERSOS: DISPOSITIVOS DIVERSOS, NO CLASIFICADOS EN OTRA PARTE;Y77
Y78;APARATOS RADIOLOGICOS, ASOCIADOS CON INCIDENTES ADVERSOS;NULL
Y780;APARATOS RADIOLOGICOS ASOCIADOS CON INCIDENTES ADVERSOS: DISPOSITIVOS DE DIAGNOSTICO Y MONITOREO;Y78
Y781;APARATOS RADIOLOGICOS ASOCIADOS CON INCIDENTES ADVERSOS: DISPOSITIVOS TERAPEUTICOS (NO QUIRURGICOS) Y DE REHABILITACION;Y78
Y782;APARATOS RADIOLOGICOS ASOCIADOS CON INCIDENTES ADVERSOS: DISPOSITIVOS PROTESICOS Y OTROS IMPLANTES, MATERIALES Y ACCESORIOS;Y78
Y783;APARATOS RADIOLOGICOS ASOCIADOS CON INCIDENTES ADVERSOS: INSTRUMENTOS QUIRURGICOS, DISPOSITIVOS Y MATERIALES (INCLUSIVE SUTURAS);Y78
Y788;APARATOS RADIOLOGICOS ASOCIADOS CON INCIDENTES ADVERSOS: DISPOSITIVOS DIVERSOS, NO CLASIFICADOS EN OTRA PARTE;Y78
Y79;DISPOSITIVOS ORTOPEDICOS, ASOCIADOS CON INCIDENTES ADVERSOS;NULL
Y790;DISPOSITIVOS ORTOPEDICOS ASOCIADOS CON INCIDENTES ADVERSOS: DISPOSITIVOS DE DIAGNOSTICO Y MONITOREO;Y79
Y791;DISPOSITIVOS ORTOPEDICOS ASOCIADOS CON INCIDENTES ADVERSOS: DISPOSITIVOS TERAPEUTICOS (NO QUIRURGICOS) Y DE REHABILITACION;Y79
Y792;DISPOSITIVOS ORTOPEDICOS ASOCIADOS CON INCIDENTES ADVERSOS: DISPOSITIVOS PROTESICOS Y OTROS IMPLANTES, MATERIALES Y ACCESORIOS;Y79
Y793;DISPOSITIVOS ORTOPEDICOS ASOCIADOS CON INCIDENTES ADVERSOS: INSTRUMENTOS QUIRURGICOS, DISPOSITIVOS Y MATERIALES (INCLUSIVE SUTURAS);Y79
Y798;DISPOSITIVOS ORTOPEDICOS ASOCIADOS CON INCIDENTES ADVERSOS: DISPOSITIVOS DIVERSOS, NO CLASIFICADOS EN OTRA PARTE;Y79
Y80;APARATOS DE MEDICINA FISICA, ASOCIADOS CON INCIDENTES ADVERSOS;NULL
Y800;APARATOS DE MEDICINA FISICA ASOCIADOS CON INCIDENTES ADVERSOS: DISPOSITIVOS DE DIAGNOSTICO Y MONITOREO;Y80
Y801;APARATOS DE MEDICINA FISICA ASOCIADOS CON INCIDENTES ADVERSOS: DISPOSITIVOS TERAPEUTICOS (NO QUIRURGICOS) Y DE REHABILITACION;Y80
Y802;APARATOS DE MEDICINA FISICA ASOCIADOS CON INCIDENTES ADVERSOS: DISPOSITIVOS PROTESICOS Y OTROS IMPLANTES, MATERIALES Y ACCESORIOS;Y80
